Company,Symbol,companyLow,charLength,companyFinal
Scholastic Corp,SCHL,scholastic corp,2,scholastic corp
SciClone Pharmaceuticals ,SCLN,sciclone pharmaceuticals ,2,sciclone pharmaceuticals
SciQuest ,SQI,sciquest ,1,sciquest
Scientific Games Corp,SGMS,scientific games corp,3,scientific games corp
Scripps Networks Interactive ,SNI,scripps networks interactive ,3,scripps networks interactive
SeaChange International,SEAC,seachange international,2,seachange international
SeaSpine Holdings Corp,SPNE,seaspine holdings corp,3,seaspine holdings corp
Seacoast Banking Corporation of Florida,SBCF,seacoast banking corporation of florida,5,seacoast banking corporation
Seagate Technology ,STX,seagate technology ,2,seagate technology
Seanergy Maritime Holdings Corp.,SHIP,seanergy maritime holdings corp.,4,seanergy maritime holdings
Sears Canada ,SRSC,sears canada ,2,sears canada
Sears Holdings Corp,SHLD,sears holdings corp,3,sears holdings corp
Sears Holdings Corporation,SHLDV,sears holdings corporation,3,sears holdings corporation
Sears Hometown and Outlet Stores ,SHOS,sears hometown and outlet stores ,5,sears hometown and
Seattle Genetics ,SGEN,seattle genetics ,2,seattle genetics
Second Sight Medical Products ,EYES,second sight medical products ,4,second sight medical
Secureworks Corp,SCWX,secureworks corp,2,secureworks corp
Security National Financial Corp,SNFCA,security national financial corp,4,security national financial
Select Bancorp ,SLCT,select bancorp ,2,select bancorp
Select Comfort Corp.,SCSS,select comfort corp.,3,select comfort corp.
Select ome REIT,SIR,select ome reit,3,select ome reit
Selecta Biosciences ,SELB,selecta biosciences ,2,selecta biosciences
Selective Insurance Group,SIGI,selective insurance group,3,selective insurance group
SemiLEDs Corporation,LEDS,semileds corporation,2,semileds corporation
Semtech Corporation,SMTC,semtech corporation,2,semtech corporation
Seneca Foods Corp,SENEA,seneca foods corp,3,seneca foods corp
Seneca Foods Corp,SENEB,seneca foods corp,3,seneca foods corp
SenesTech ,SNES,senestech ,1,senestech
Senior Housing Properties Trust,SNH,senior housing properties trust,4,senior housing properties
Senomyx ,SNMX,senomyx ,1,senomyx
Sensus Healthcare ,SRTS,sensus healthcare ,2,sensus healthcare
Sensus Healthcare  Units,SRTSU,sensus healthcare  units,3,sensus healthcare
Sequenom ,SQNM,sequenom ,1,sequenom
Sequential Brands Group ,SQBG,sequential brands group ,3,sequential brands group
SeraCare Life Sciences  (Inactive),SRLS,seracare life sciences  (inactive),4,seracare life sciences
Seres Therapeutics ,MCRB,seres therapeutics ,2,seres therapeutics
Servicesource International ,SREV,servicesource international ,2,servicesource international
ServisFirst Bancshares ,SFBS,servisfirst bancshares ,2,servisfirst bancshares
Sevcon ,SEV,sevcon ,1,sevcon
Severn Bancorp ,SVBI,severn bancorp ,2,severn bancorp
Shanda Games Limited(ADR),GAME,shanda games limited(adr),3,shanda games limited(adr)
Shanda Interactive Entertainment  ADR (Inactive),SNDA,shanda interactive entertainment  adr (inactive),5,shanda interactive entertainment
SharpSpring ,SHSP,sharpspring ,1,sharpspring
Sharps Compliance Corp.,SMED,sharps compliance corp.,3,sharps compliance corp.
Shenandoah Telecommunications Company,SHEN,shenandoah telecommunications company,3,shenandoah telecommunications company
ShiftPixy  Common Stock,PIXY,shiftpixy  common stock,3,shiftpixy common
Shiloh Industries ,SHLO,shiloh industries ,2,shiloh industries
Shimmick Construction Company ,SCCI,shimmick construction company ,3,shimmick construction company
Shineco ,TYHT,shineco ,1,shineco
Shire  (ADR),SHPG,shire  (adr),2,shire (adr)
Shire Viropharma ,VPHM,shire viropharma ,2,shire viropharma
Shoe Carnival ,SCVL,shoe carnival ,2,shoe carnival
Shore Bancshares ,SHBI,shore bancshares ,2,shore bancshares
ShoreTel ,SHOR,shoretel ,1,shoretel
Shotspotter ,SSTI,shotspotter ,1,shotspotter
Shutterfly ,SFLY,shutterfly ,1,shutterfly
Siebert Financial Corp.,SIEB,siebert financial corp.,3,siebert financial corp.
Sientra ,SIEN,sientra ,1,sientra
Sierra Bancorp,BSRR,sierra bancorp,2,sierra bancorp
Sierra Oncology ,SRRA,sierra oncology ,2,sierra oncology
Sierra Wireless  (USA),SWIR,sierra wireless  (usa),3,sierra wireless
Sify Technologies Limited (ADR),SIFY,sify technologies limited (adr),4,sify technologies limited
Sigma Designs ,SIGM,sigma designs ,2,sigma designs
Sigma Labs ,SGLB,sigma labs ,2,sigma labs
SigmaAldrich Corporation,SIAL,sigmaaldrich corporation,2,sigmaaldrich corporation
SigmaTron International,SGMA,sigmatron international,2,sigmatron international
Signature Bank,SBNY,signature bank,2,signature bank
Silgan Holdings ,SLGN,silgan holdings ,2,silgan holdings
Silicom .,SILC,silicom .,2,silicom .
Silicon Graphics International Corp,SGI,silicon graphics international corp,4,silicon graphics international
Silicon Image ,SIMG,silicon image ,2,silicon image
Silicon Laboratories,SLAB,silicon laboratories,2,silicon laboratories
Silicon Motion Technology Corp. (ADR),SIMO,silicon motion technology corp. (adr),5,silicon motion technology
Siliconware Precision Industries (ADR),SPIL,siliconware precision industries (adr),4,siliconware precision industries
Silver Run Acquisition Corporation II,SRUN,silver run acquisition corporation ii,5,silver run acquisition
Silver Run Acquisition II Corp,SRUNU,silver run acquisition ii corp,5,silver run acquisition
Silver Standard Resources  (USA),SSRI,silver standard resources  (usa),4,silver standard resources
SilverSun Technologies ,SSNT,silversun technologies ,2,silversun technologies
Silvercrest Asset Management Group ,SAMG,silvercrest asset management group ,4,silvercrest asset management
Simmons First National Corporation,SFNC,simmons first national corporation,4,simmons first national
Simplicity Bancorp ,SMPL,simplicity bancorp ,2,simplicity bancorp
Simulations Plus ,SLP,simulations plus ,2,simulations plus
Slair Broadcast Group ,SBGI,slair broadcast group ,3,slair broadcast group
Slair Television of Seattle ,FSCI,slair television of seattle ,4,slair television of
Sino Mercury Acquisition Corp,SMACU,sino mercury acquisition corp,4,sino mercury acquisition
Sino Mercury Acquisition Corp,SMAC,sino mercury acquisition corp,4,sino mercury acquisition
SinoGlobal Shipping America .,SINO,sinoglobal shipping america .,4,sinoglobal shipping america
Sinovac Biotech .,SVA,sinovac biotech .,3,sinovac biotech .
Sirius XM Holdings ,SIRI,sirius xm holdings ,3,sirius xm holdings
Sirona Dental Systems ,SIRO,sirona dental systems ,3,sirona dental systems
Sirva ,SRVA,sirva ,1,sirva
Sito Mobile ,SITO,sito mobile ,2,sito mobile
Sizmek ,SZMK,sizmek ,1,sizmek
Sizmek Technologies ,MDMD,sizmek technologies ,2,sizmek technologies
Skullcandy ,SKUL,skullcandy ,1,skullcandy
Sky Solar Holdings  (ADR),SKYS,sky solar holdings  (adr),4,sky solar holdings
Skymobi  (ADR),MOBI,skymobi  (adr),2,skymobi (adr)
SkyWest ,SKYW,skywest ,1,skywest
Skyline Medical ,SKLNU,skyline medical ,2,skyline medical
Skyline Medical ,SKLN,skyline medical ,2,skyline medical
Skyworks Solutions ,SWKS,skyworks solutions ,2,skyworks solutions
Smart Global Holdings ,SGH,smart global holdings ,3,smart global holdings
Smart Sand ,SND,smart sand ,2,smart sand
Smart Sand Partners LP,SSLP,smart sand partners lp,4,smart sand partners
SmartFinancial ,SMBK,smartfinancial ,1,smartfinancial
SmartPros .,SPRO,smartpros .,2,smartpros .
Smith Electric Vehicles Corp,SMTH,smith electric vehicles corp,4,smith electric vehicles
Smith Micro Software ,SMSI,smith micro software ,3,smith micro software
Snyder'sLance ,LNCE,snyder'slance ,1,snyder'slance
Social Reality ,SRAX,social reality ,2,social reality
Socket Mobile ,SCKT,socket mobile ,2,socket mobile
Sodastream International ,SODA,sodastream international ,2,sodastream international
Sohu ,SOHU,sohu ,1,sohu
Solar Capital .,SLRC,solar capital .,3,solar capital .
Solar Senior Capital ,SUNS,solar senior capital ,3,solar senior capital
SolarCity Corp,SCTY,solarcity corp,2,solarcity corp
Solaredge Technologies ,SEDG,solaredge technologies ,2,solaredge technologies
Soleno Therapeutics ,SLNO,soleno therapeutics ,2,soleno therapeutics
Soligenix ,SNGX,soligenix ,1,soligenix
Solta Medical ,SLTM,solta medical ,2,solta medical
Somerset Hills Bancorp (Inactive),SOMH,somerset hills bancorp (inactive),4,somerset hills bancorp
Sonic Corporation,SONC,sonic corporation,2,sonic corporation
Sonic Foundry ,SOFO,sonic foundry ,2,sonic foundry
Sonoma Pharmaceuticals ,SNOA,sonoma pharmaceuticals ,2,sonoma pharmaceuticals
Sonus Networks ,SONS,sonus networks ,2,sonus networks
Sooner Holdings ,SYNM,sooner holdings ,2,sooner holdings
Sophiris Bio ,SPHS,sophiris bio ,2,sophiris bio
Sorl Auto Parts ,SORL,sorl auto parts ,3,sorl auto parts
Sorrento Therapeutics ,SRNE,sorrento therapeutics ,2,sorrento therapeutics
Sotherly Hotels ,SOHO,sotherly hotels ,2,sotherly hotels
Sotherly Hotels ,SOHOB,sotherly hotels ,2,sotherly hotels
Sound Financial Bancorp ,SFBC,sound financial bancorp ,3,sound financial bancorp
SoundBite Communications ,SDBT,soundbite communications ,2,soundbite communications
Sourcefire LLC (Inactive),FIRE,sourcefire llc (inactive),3,sourcefire llc (inactive)
South State Corporation,SSB,south state corporation,3,south state corporation
Southcoast Financial Corporation,SOCB,southcoast financial corporation,3,southcoast financial corporation
Southern Community Financial Corp.,SCMF,southern community financial corp.,4,southern community financial
Southern First Bancshares ,SFST,southern first bancshares ,3,southern first bancshares
Southern Missouri Bancorp ,SMBC,southern missouri bancorp ,3,southern missouri bancorp
Southern National Banc. of Virginia ,SONA,southern national banc. of virginia ,5,southern national banc.
Southside Bancshares ,SBSI,southside bancshares ,2,southside bancshares
Southwest Bancorp ,OKSB,southwest bancorp ,2,southwest bancorp
Southwest Bancorp   Southwest Capital Trust II Trust Preferred Securities,OKSBP,southwest bancorp   southwest capital trust ii trust preferred securities,9,southwest bancorp
SpanAmerica Medical Systems ,SPAN,spanamerica medical systems ,3,spanamerica medical systems
Spark Energy ,SPKE,spark energy ,2,spark energy
Spark Energy   8.75% Series A FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Stock,SPKEP,spark energy   8.75% series a fixedtofloating rate cumulative redeemable perpetual preferred stock,12,spark energy
Spark Therapeutics ,ONCE,spark therapeutics ,2,spark therapeutics
Spartan Motors ,SPAR,spartan motors ,2,spartan motors
SpartanNash Co,SPTN,spartannash co,2,spartannash co
Spectranetics Corp,SPNC,spectranetics corp,2,spectranetics corp
Spectrum Pharmaceuticals ,SPPI,spectrum pharmaceuticals ,2,spectrum pharmaceuticals
Sphere 3D Corp.,ANY,sphere 3d corp.,3,sphere 3d corp.
Spherix ,SPEX,spherix ,1,spherix
Spi Energy Co  (ADR),SPI,spi energy co  (adr),4,spi energy co
Spirit Airlines orporated,SAVE,spirit airlines orporated,3,spirit airlines orporated
Splunk ,SPLK,splunk ,1,splunk
Spok Holdings ,USMO,spok holdings ,2,spok holdings
Spok Holdings ,SPOK,spok holdings ,2,spok holdings
Sport Chalet  (Inactive),SPCHB,sport chalet  (inactive),3,sport chalet
Sport Chalet  (Inactive),SPCHA,sport chalet  (inactive),3,sport chalet
Sportsman's Warehouse Holdings ,SPWH,sportsman's warehouse holdings ,3,sportsman's warehouse holdings
Spreadtrum Communications  (ADR),SPRD,spreadtrum communications  (adr),3,spreadtrum communications
Spring Bank Pharmaceuticals ,SBPH,spring bank pharmaceuticals ,3,spring bank pharmaceuticals
Sprott Focus Trust   Closed End Fund,FUND,sprott focus trust   closed end fund,6,sprott focus trust
Sprouts Farmers Market ,SFM,sprouts farmers market ,3,sprouts farmers market
Square 1 Financial ,SQBK,square 1 financial ,3,square 1 financial
Staffing 360 Solutions ,STAF,staffing 360 solutions ,3,staffing 360 solutions
Stamps ,STMP,stamps ,1,stamps
Standard Microsystems Corporation (Inactive),SMSC,standard microsystems corporation (inactive),4,standard microsystems corporation
Stanley Furniture Co.,STLY,stanley furniture co.,3,stanley furniture co.
Staples ,SPLS,staples ,1,staples
Star Bulk Carriers Corp.,SBLK,star bulk carriers corp.,4,star bulk carriers
Starbucks Corporation,SBUX,starbucks corporation,2,starbucks corporation
Starz,LSTZB,starz,1,starz
Starz,LSTZA,starz,1,starz
Starz Acquisition LLC,STRZB,starz acquisition llc,3,starz acquisition llc
Starz Acquisition LLC,STRZA,starz acquisition llc,3,starz acquisition llc
State Auto Financial Corp,STFC,state auto financial corp,4,state auto financial
State Bancorp /NY (Inactive),STBC,state bancorp /ny (inactive),4,state bancorp /ny
State Bank Financial Corp,STBZ,state bank financial corp,4,state bank financial
State Investors Bancorp ,SIBC,state investors bancorp ,3,state investors bancorp
State National Companies ,SNC,state national companies ,3,state national companies
Statoil Exploration Co (Inactive),BEXP,statoil exploration co (inactive),4,statoil exploration co
Steadymed ,STDY,steadymed ,1,steadymed
StealthGas ,GASS,stealthgas ,1,stealthgas
Steel Dynamics ,STLD,steel dynamics ,2,steel dynamics
Stein Mart ,SMRT,stein mart ,2,stein mart
Steiner Leisure ,STNR,steiner leisure ,2,steiner leisure
Stellar Acquisition III ,STLRU,stellar acquisition iii ,3,stellar acquisition iii
Stellar Acquisition III ,STLR,stellar acquisition iii ,3,stellar acquisition iii
Stellar Biotechnologies ,SBOT,stellar biotechnologies ,2,stellar biotechnologies
Stellarone Corp (Inactive),STEL,stellarone corp (inactive),3,stellarone corp (inactive)
Stemline Therapeutics ,STML,stemline therapeutics ,2,stemline therapeutics
Stericycle ,SRCL,stericycle ,1,stericycle
Stericycle   Depository Receipt,SRCLP,stericycle   depository receipt,3,stericycle
Sterling Construction Company ,STRL,sterling construction company ,3,sterling construction company
Sterling Financial Corporation,STSA,sterling financial corporation,3,sterling financial corporation
Steven Madden .,SHOO,steven madden .,3,steven madden .
Stewardship Financial Corporation,SSFN,stewardship financial corporation,3,stewardship financial corporation
Stewart Enterprises ,STEI,stewart enterprises ,2,stewart enterprises
Stock Yards Bancorp ,SYBT,stock yards bancorp ,3,stock yards bancorp
StoneCastle Financial Corp,BANX,stonecastle financial corp,3,stonecastle financial corp
Stonegate Bank,SGBK,stonegate bank,2,stonegate bank
Strata Skin Sciences ,SSKN,strata skin sciences ,3,strata skin sciences
Stratasys .,SSYS,stratasys .,2,stratasys .
Strattec Security Corp.,STRT,strattec security corp.,3,strattec security corp.
Stratus Properties ,STRS,stratus properties ,2,stratus properties
Strayer Education ,STRA,strayer education ,2,strayer education
Streamline Health Solutions ,STRM,streamline health solutions ,3,streamline health solutions
Strongbridge Biopharma ,SBBP,strongbridge biopharma ,2,strongbridge biopharma
Student Transportation ,STB,student transportation ,2,student transportation
Sucampo Pharmaceuticals ,SCMP,sucampo pharmaceuticals ,2,sucampo pharmaceuticals
Summer Infant ,SUMR,summer infant ,2,summer infant
Summit Financial Group ,SMMF,summit financial group ,3,summit financial group
Summit State Bank,SSBI,summit state bank,3,summit state bank
Summit Therapeutics  (ADR),SMMT,summit therapeutics  (adr),3,summit therapeutics
Sun Bancorp  /NJ,SNBC,sun bancorp  /nj,3,sun bancorp
Sun Healthcare Group  (Inactive),SUNH,sun healthcare group  (inactive),4,sun healthcare group
Sun Hydraulics Corporation,SNHY,sun hydraulics corporation,3,sun hydraulics corporation
SunOpta  (USA),STKL,sunopta  (usa),2,sunopta (usa)
SunPower Corporation,SPWRB,sunpower corporation,2,sunpower corporation
SunPower Corporation,SPWR,sunpower corporation,2,sunpower corporation
Sundance Energy Australia ,SNDE,sundance energy australia ,3,sundance energy australia
Sunedison Semiconductor ,SEMI,sunedison semiconductor ,2,sunedison semiconductor
Sunesis Pharmaceuticals ,SNSS,sunesis pharmaceuticals ,2,sunesis pharmaceuticals
Sungy Mobile ,GOMO,sungy mobile ,2,sungy mobile
Sunrun ,RUN,sunrun ,1,sunrun
Sunshine Bancorp ,SBCP,sunshine bancorp ,2,sunshine bancorp
Sunshine Heart ,CHFS,sunshine heart ,2,sunshine heart
Sunworks ,SUNW,sunworks ,1,sunworks
Super Micro Computer ,SMCI,super micro computer ,3,super micro computer
SuperMedia  (Inactive),SPMD,supermedia  (inactive),2,supermedia (inactive)
Supercom ,SPCB,supercom ,1,supercom
Superconductor Technologies ,SCON,superconductor technologies ,2,superconductor technologies
Superior Uniform Group ,SGC,superior uniform group ,3,superior uniform group
Supernus Pharmaceuticals ,SUPN,supernus pharmaceuticals ,2,supernus pharmaceuticals
Supertex ,SUPX,supertex ,1,supertex
Support ,SPRT,support ,1,support
SurModics ,SRDX,surmodics ,1,surmodics
SureWest Communications (Inactive),SURW,surewest communications (inactive),3,surewest communications (inactive)
Surgery Partners ,SGRY,surgery partners ,2,surgery partners
Surgical Care Affiliates ,SCAI,surgical care affiliates ,3,surgical care affiliates
Susquehanna Bancshares ,SUSQ,susquehanna bancshares ,2,susquehanna bancshares
Sussex Bancorp,SBBX,sussex bancorp,2,sussex bancorp
Sutron Corporation,STRN,sutron corporation,2,sutron corporation
Sykes Enterprises orporated,SYKE,sykes enterprises orporated,3,sykes enterprises orporated
Symantec Corporation,SYMC,symantec corporation,2,symantec corporation
Symmetry Surgical ,SSRG,symmetry surgical ,2,symmetry surgical
Synacor ,SYNC,synacor ,1,synacor
Synageva Biopharma Corp,GEVA,synageva biopharma corp,3,synageva biopharma corp
Synalloy Corporation,SYNL,synalloy corporation,2,synalloy corporation
Synaptics orporated,SYNA,synaptics orporated,2,synaptics orporated
Synchronoss Technologies ,SNCR,synchronoss technologies ,2,synchronoss technologies
Syndax Pharmaceuticals ,SNDX,syndax pharmaceuticals ,2,syndax pharmaceuticals
Synergetics USA ,SURG,synergetics usa ,2,synergetics usa
Synergy Health North America  (Inactive),STRC,synergy health north america  (inactive),5,synergy health north
Synergy Pharmaceuticals ,SGYP,synergy pharmaceuticals ,2,synergy pharmaceuticals
Synergy Pharmaceuticals   Unit,SGYPU,synergy pharmaceuticals   unit,3,synergy pharmaceuticals
Syneron Medical .,ELOS,syneron medical .,3,syneron medical .
Synopsys ,SNPS,synopsys ,1,synopsys
Synovis Life Technologies  (Inactive),SYNO,synovis life technologies  (inactive),4,synovis life technologies
Syntel ,SYNT,syntel ,1,syntel
Synthesis Energy Systems ,SYMX,synthesis energy systems ,3,synthesis energy systems
Synutra International ,SYUT,synutra international ,2,synutra international
Sypris Solutions ,SYPR,sypris solutions ,2,sypris solutions
Syros Pharmaceuticals ,SYRS,syros pharmaceuticals ,2,syros pharmaceuticals
TMobile US ,TMUS,tmobile us ,2,tmobile us
TMobile US   5.50% Mandatory Convertible Preferred Stock Series A,TMUSP,tmobile us   5.50% mandatory convertible preferred stock series a,9,tmobile us
T. Rowe Price Group ,TROW,t. rowe price group ,4,t. rowe price
T.A.T. Technologies .,TATT,t.a.t. technologies .,3,t.a.t. technologies .
T2 Biosystems ,TTOO,t2 biosystems ,2,t2 biosystems
TCG BDC ,CGBD,tcg bdc ,2,tcg bdc
TCP Capital Corp,TCPC,tcp capital corp,3,tcp capital corp
TD Ameritrade Holding Corp.,AMTD,td ameritrade holding corp.,4,td ameritrade holding
TEL FSI  (Inactive),FSII,tel fsi  (inactive),3,tel fsi
TESARO ,TSRO,tesaro ,1,tesaro
TESSCO Technologies ,TESS,tessco technologies ,2,tessco technologies
TF Financial Corp (Inactive),THRD,tf financial corp (inactive),4,tf financial corp
TFS Financial Corporation,TFSL,tfs financial corporation,3,tfs financial corporation
TG Therapeutics ,TGTX,tg therapeutics ,2,tg therapeutics
THL Credit ,TCRD,thl credit ,2,thl credit
TIB Financial Corp. (Inactive),TIBB,tib financial corp. (inactive),4,tib financial corp.
TICC Capital Corp.,TICC,ticc capital corp.,3,ticc capital corp.
TII Network Technologies (Inactive),TIII,tii network technologies (inactive),4,tii network technologies
TOP SHIPS ,TOPS,top ships ,2,top ships
TOR Minerals International ,TORM,tor minerals international ,3,tor minerals international
TPC Group  (Inactive),TPCG,tpc group  (inactive),3,tpc group
TPI Composites ,TPIC,tpi composites ,2,tpi composites
TRACON Pharmaceuticals ,TCON,tracon pharmaceuticals ,2,tracon pharmaceuticals
TRIA Beauty ,TRIA,tria beauty ,2,tria beauty
TSR ,TSRI,tsr ,1,tsr
TTM Technologies ,TTMI,ttm technologies ,2,ttm technologies
TW Telecom  (Inactive),TWTC,tw telecom  (inactive),3,tw telecom
Tabula Rasa HealthCare ,TRHC,tabula rasa healthcare ,3,tabula rasa healthcare
Tactile Systems Technology ,TCMD,tactile systems technology ,3,tactile systems technology
Taggares Agriculture Corp,TAG,taggares agriculture corp,3,taggares agriculture corp
Taitron Components ,TAIT,taitron components ,2,taitron components
Take Two Interactive Software ,TTWO,take two interactive software ,4,take two interactive
Talend SA ADR,TLND,talend sa adr,3,talend sa adr
Talmer Bancorp ,TLMR,talmer bancorp ,2,talmer bancorp
Tandem Diabetes Care ,TNDM,tandem diabetes care ,3,tandem diabetes care
Tandy Leather Factory ,TLF,tandy leather factory ,3,tandy leather factory
Tantech Holdings ,TANH,tantech holdings ,2,tantech holdings
TapImmune ,TPIV,tapimmune ,1,tapimmune
Tarena International (ADR),TEDU,tarena international (adr),3,tarena international (adr)
Taylor Capital Group  (Inactive),TAYCP,taylor capital group  (inactive),4,taylor capital group
Taylor Capital Group  (Inactive),TAYC,taylor capital group  (inactive),4,taylor capital group
Taylor Capital Group   Perpetual Non Cumulative Pfd Sh,TAYCO,taylor capital group   perpetual non cumulative pfd sh,8,taylor capital group
Taylor Devices ,TAYD,taylor devices ,2,taylor devices
TearLab Corp,TEAR,tearlab corp,2,tearlab corp
Tech Data Corp,TECD,tech data corp,3,tech data corp
TechTarget ,TTGT,techtarget ,1,techtarget
Technical Communications Corporation,TCCO,technical communications corporation,3,technical communications corporation
Tecogen ,TGEN,tecogen ,1,tecogen
Tecumseh Products Company,TECU,tecumseh products company,3,tecumseh products company
Tekelec Global  (Inactive),TKLC,tekelec global  (inactive),3,tekelec global
TeleCommunication Systems ,TSYS,telecommunication systems ,2,telecommunication systems
TeleTech Holdings ,TTEC,teletech holdings ,2,teletech holdings
Teledyne LeCroy  (Inactive),LCRY,teledyne lecroy  (inactive),3,teledyne lecroy
Telefonaktiebolaget LM Ericsson,ERIC,telefonaktiebolaget lm ericsson,3,telefonaktiebolaget lm ericsson
Telefonos de Mexico S.A. (ADR) (Inactive),TFONY,telefonos de mexico s.a. (adr) (inactive),6,telefonos de mexico
Telenav ,TNAV,telenav ,1,telenav
Teligent ,TLGT,teligent ,1,teligent
Tellabs  (Inactive),TLAB,tellabs  (inactive),2,tellabs (inactive)
Tellurian ,TELL,tellurian ,1,tellurian
Telular Corporation (Inactive),WRLS,telular corporation (inactive),3,telular corporation (inactive)
Tenax Therapeutics ,TENX,tenax therapeutics ,2,tenax therapeutics
TerraForm Global ,GLBL,terraform global ,2,terraform global
TerraForm Power ,TERP,terraform power ,2,terraform power
TerraVia Holdings ,TVIA,terravia holdings ,2,terravia holdings
Terrapin 3 Acquisition Corp,TRTL,terrapin 3 acquisition corp,4,terrapin 3 acquisition
Terrapin 3 Acquisition Corp,TRTLU,terrapin 3 acquisition corp,4,terrapin 3 acquisition
Terravia Holdings ,SZYM,terravia holdings ,2,terravia holdings
Territorial Bancorp ,TBNK,territorial bancorp ,2,territorial bancorp
Tesco Corporation (USA),TESO,tesco corporation (usa),3,tesco corporation (usa)
Tesla ,TSLA,tesla ,1,tesla
Tetra Tech ,TTEK,tetra tech ,2,tetra tech
Tetraphase Pharmaceuticals ,TTPH,tetraphase pharmaceuticals ,2,tetraphase pharmaceuticals
Texas Capital Bancshares ,TCBI,texas capital bancshares ,3,texas capital bancshares
Texas Capital Bancshares   Non Cumulative Preferred Perpetual Stock Series A,TCBIP,texas capital bancshares   non cumulative preferred perpetual stock series a,10,texas capital bancshares
Texas Instruments orporated,TXN,texas instruments orporated,3,texas instruments orporated
Texas Roadhouse ,TXRH,texas roadhouse ,2,texas roadhouse
The Advisory Board Company,ABCO,the advisory board company,4,the advisory board
The Carlyle Group LP,CG,the carlyle group lp,4,the carlyle group
The Ensign Group ,ENSG,the ensign group ,3,the ensign group
The Fresh Market ,TFM,the fresh market ,3,the fresh market
The Goodyear Tire & Rubber Company  Convertible Preferred Stock,GTPPP,the goodyear tire & rubber company  convertible preferred stock,9,the goodyear tire
The Gymboree Corporation,GYMB,the gymboree corporation,3,the gymboree corporation
The Hackett Group ,HCKT,the hackett group ,3,the hackett group
The Health and Fitness ETF,FITS,the health and fitness etf,5,the health and
The LongTerm Care ETF,OLD,the longterm care etf,4,the longterm care
The Medicines Company,MDCO,the medicines company,3,the medicines company
The Obesity ETF,SLIM,the obesity etf,3,the obesity etf
The Organics ETF,ORG,the organics etf,3,the organics etf
The Providence Service Corporation,PRSC,the providence service corporation,4,the providence service
The Restaurant ETF,BITE,the restaurant etf,3,the restaurant etf
The Savannah Bancorp  (Inactive),SAVB,the savannah bancorp  (inactive),4,the savannah bancorp
The Ultimate Software Group ,ULTI,the ultimate software group ,4,the ultimate software
The9 Limited (ADR),NCTY,the9 limited (adr),3,the9 limited (adr)
TheStreet ,TST,thestreet ,1,thestreet
Therapix Biosciences .  American Depositary Shares,TRPX,therapix biosciences .  american depositary shares,6,therapix biosciences .
Theravance Biopharma ,TBPH,theravance biopharma ,2,theravance biopharma
Theravance ,THRXV,theravance ,1,theravance
Thoratec Corporation,THOR,thoratec corporation,2,thoratec corporation
Threshold Pharmaceuticals ,THLD,threshold pharmaceuticals ,2,threshold pharmaceuticals
TiGenix  American Depositary Shares,TIG,tigenix  american depositary shares,4,tigenix american
TiVo Corp,TIVO,tivo corp,2,tivo corp
Tibco Software  (Inactive),TIBX,tibco software  (inactive),3,tibco software
Tile Shop Hldgs ,TTS,tile shop hldgs ,3,tile shop hldgs
Till Capital .  Restricted Voting Shares,TIL,till capital .  restricted voting shares,6,till capital .
Tim We SGPS SA,TMWE,tim we sgps sa,4,tim we sgps
Timberland Bancorp ,TSBK,timberland bancorp ,2,timberland bancorp
Tiptree ,TIPT,tiptree ,1,tiptree
Titan Machinery ,TITN,titan machinery ,2,titan machinery
Titan Pharmaceuticals ,TTNP,titan pharmaceuticals ,2,titan pharmaceuticals
Tivity Health ,TVTY,tivity health ,2,tivity health
Tobira Therapeutics ,TBRA,tobira therapeutics ,2,tobira therapeutics
Tocagen ,TOCA,tocagen ,1,tocagen
Tonix Pharmaceuticals Holding Corp.,TNXP,tonix pharmaceuticals holding corp.,4,tonix pharmaceuticals holding
Top Image Systems .,TISA,top image systems .,4,top image systems
Torchlight Energy Resources ,TRCH,torchlight energy resources ,3,torchlight energy resources
Torm A/S (ADR),TRMD,torm a/s (adr),3,torm a/s (adr)
Tower Bancorp  (Inactive),TOBC,tower bancorp  (inactive),3,tower bancorp
Tower Financial Corporation (Inactive),TOFC,tower financial corporation (inactive),4,tower financial corporation
Tower Group International .,TWGP,tower group international .,4,tower group international
Tower Semiconductor . (USA),TSEM,tower semiconductor . (usa),4,tower semiconductor .
Towers Watson & Co,TW,towers watson & co,4,towers watson &
Town Sports International Holdings ,CLUB,town sports international holdings ,4,town sports international
TowneBank,TOWN,townebank,1,townebank
Tractor Supply Company,TSCO,tractor supply company,3,tractor supply company
Trade Desk ,TTD,trade desk ,2,trade desk
Trade Street Residential ,TSRE,trade street residential ,3,trade street residential
Trans World Entertainment Corporation,TWMC,trans world entertainment corporation,4,trans world entertainment
TransAct Technologies orporated,TACT,transact technologies orporated,3,transact technologies orporated
TransGlobe Energy Corporation (USA),TGA,transglobe energy corporation (usa),4,transglobe energy corporation
Transcat ,TRNS,transcat ,1,transcat
Transcend Services  (Inactive),TRCR,transcend services  (inactive),3,transcend services
Transition Therapeutics  (USA),TTHI,transition therapeutics  (usa),3,transition therapeutics
TravelCenters of America LLC,TA,travelcenters of america llc,4,travelcenters of america
Travelzoo,TZOO,travelzoo,1,travelzoo
Trevena ,TRVN,trevena ,1,trevena
TriCo Bancshares,TCBK,trico bancshares,2,trico bancshares
TriMas Corp,TRS,trimas corp,2,trimas corp
